pre,term,post,business_id
"sday night, got seated quickly.  Food and drinks were great!  Got chips and salsa and fish and chicken tacos that were delicious.  ",Cocktails," were really good too!  Liked this place a lot, will def be going back.",erx8tQ0Wdc5YM0FddaKqKA
"le.   The menu offered fajitas, burritos, enchiladas and tacos as well as other Mexican food and apps. They offered a great mix of ",cocktails, and margaritas. Pricing was a little  more than average at about $12-15 an entree. Tacos were offered by 3 and were $12.  The dec,erx8tQ0Wdc5YM0FddaKqKA
"t remember exactly what it was called but I uploaded a photo.  The drinks, GOOD. They have all your latin flare drinks, a bunch of ",cocktails, and my favorite michelada. So I was pretty pleased overall. Not to mention the staff was pretty chill. Pretty chill vibes all aro,erx8tQ0Wdc5YM0FddaKqKA
"  Upon sitting, a sweet girl came over immediately and filled our waters, and we waited for our server to come by.  We ordered our ",cocktails,", and some of us ordered a glass of wine.  The waitress then proceeded to ask about what our second choices were in case they did ",Es0JayHVN_XPn1q5yFtn6g
 opportunity to sit at the bar during happy hour last night.  I don't mind sitting alone and scribbling away in a notebook or on a ,cocktail," napkin if the mood strikes (I know, I'm a cliche).  Definitely get here early for a seat if you want to enjoy happy hour ($2 off ",eVCaX_hbNVFjM-XXahovYA
"and usually just get that. We were getting takeout once and waited at the bar, and the bartender gave us free tastes of the lychee ",cocktail," while we waited! And that was tasty too!  Its also never crowded, its quiet and the service is consistently not bad.   All that b",f2FfutZhb4F-m1Ob0EdYaw
Listen...it's quirky but the right food is great. The seafood ,cocktail," is awesome, and its the only restaurant in pittsburgh to be affordable about lamb tongue, escagot, and other things u may have always wanted to try. Vegan additions lately. Think all encompassing (",Fbycyr3KEjDQ4wO9AStmvQ
eaper than pretty much anywhere else even if the selection is smaller. For those who don't want beer they have a menu of throwback ,cocktails, (think Gin Rickey and Tom Collins) for reasonable prices similar to that of Kelly's in East Liberty. On top of all this whenever ,-FcuxZqsQ0FO35GEXExwjw
option that is unique but they nailed it. The BBQ sauce on it was tangy and went with the cheese perfectly.   Also nice that their ,cocktails, are very reasonably priced and they have Pimms cups which are quite hard to find.   Will definitely be back.,-FcuxZqsQ0FO35GEXExwjw
"ings to love: carafes of house French wines, a wide array of menu for every price point, overflowing bowls of mussels, interesting ",cocktails.,   But there are also a few things that need work: the service was attentive and friendly but not knowledgeable enough about what ,Fd25lEnclIwyWlSRgkbRfg
"fresh, and the mussels had an excellent sauce.  I was very impressed with not only the menu and the service, but with the wine and ",cocktail ,"list.  It is not everyday you see a Negroni featured.  I wanted to try all of their cocktails, but opted for wine instead.  The p",Fd25lEnclIwyWlSRgkbRfg
"ordering some shrimp/cheese wonton as an appetizer and that really missed the mark. But it seems like this place will have a beer, ",cocktail,", and dish for everyone.",FgTzITgrmvrZqoHvkTSDzA
", an extensive wine list, a full-service bar and specialty cocktail list, and even IBC Root Beer and Red Bull.  We tried a special ",cocktail,", The Jolly Roger, which wasn't cheap but was made strong and was pretty tasty, before switching to one of the many beer options. ",FgTzITgrmvrZqoHvkTSDzA
"jonesing for a cocktail and coming up empty handed because they didn't have a list, this was a great surprise. About 40 speciality ",cocktail,"s. 30 Beers on tap and 30 something bottles. Got a ""healthy"" Acai drink which was nice and girly. Then followed my cocktail with a..",FgTzITgrmvrZqoHvkTSDzA
"it was super late).  I eventually ended up ordering a sour peach lambic that was interesting, if pricey ($7.50--I could have had a ",cocktail," at that price), and my friend ordered nothing but water.  For our food, we ordered the following: Cajun fries ($5.99), cheesy bre",fiRbomFAAtfTYOTTtnDUcA
tes to peruse the menus and saw they serve alcohol! Asian food and a nice beer happens to be a favorite combination of mine. Their ,cocktails," look great as well. I'll certainly be back to try the Bangkok mule. For food I went with the Pad Thai, and Kyle had the Thai Red ",Fpm3WvqtrAg2ueh_4pz7iA
"g with low lighting and intimate tables. For drinks, there is a limited wine and beer list and also house specialty cocktails. The ",cocktails, intrigued me the most so I went with the Gin Gin Mule (6.50) and wasn't disappointed.  The menu is extensive. Both my date and I ,Fpm3WvqtrAg2ueh_4pz7iA
s a great choice of beer and tasty tea (whatever you are in the mood for!). They do have happy hour specials on beer and champagne ,cocktails.," My absolute favorite is the Rangoon Night Market Particular - should you enjoy garlic, noodles, and pork you may be in love. Quit",Fpm3WvqtrAg2ueh_4pz7iA
"t have a ton of flavor - but it was a big portion for only $8.  The atmosphere is cute, they have a decent beer list and champagne ",cocktails," (my favorite), and service was pretty good.  The only annoying thing was that they can only split a check onto 3 different credit",Fpm3WvqtrAg2ueh_4pz7iA
gone. Spice Island is such a cute place to go for amazing south east asian food. They now have ginger beer cocktails and champagne ,cocktail,s! I ordered a ginger beer cocktail and it was so tasty and refreshing. The food is great for the price. Portions are large! I alwa,Fpm3WvqtrAg2ueh_4pz7iA
Very good food that is reasonably priced. Quality craft ,cocktail, list and very good happy hour pricing. Sliders and the mac and cheese are standouts.,Fr5R5w74Xg7sKMlt4PPtHg
"mpled their ginger collins, which was fantastic. Unfortunately, we didn't stay long enough to sample their other drinks, but their ",cocktail," menu is impressive. While here we also sampled their bloody mary mix, which is well spiced for the bloody mary drinker.  They hav",Fr5R5w74Xg7sKMlt4PPtHg
eers and I was told that the keg was kicked without a replacement. The beer selection was pretty poor so I ended up with a whiskey ,cocktail, instead. Why the place didn't install more than 6 taps is beyond my understanding. It doesn't take an expert to see the craft bee,fTNhNmjkNzdaPy3LFAnwvQ
Deciding between 3 and 4 stars was tough.    House cocktails are wacky.  I usually look at a house ,cocktail," list and have trouble deciding which one to get.  Ease's list is the opposite - not one drink that I would consider ordering.  Ordered an Old Fashioned instead, ",fTNhNmjkNzdaPy3LFAnwvQ
"was good (and not boring at all) and the dessert was excellent.  The service was very friendly and I liked the ""modern"" decor. The ",cocktails," were good. The beer and wine lists are a little limited (honestly, so is the menu) but the selection was enough that we could fin",fTNhNmjkNzdaPy3LFAnwvQ
"es, families and groups,  enjoying some kind of food. To be clear, there is a full bar menu from the dining room and you can order ",cocktails," and wine with your dinner. The food ranges from pizza and other Italian choices ,plus seafood, prime rib and many other choices. ",FuT3Cp-uWLHzMTDi6vnwLQ
"rants in the Monroeville/Murrysville area.  The bar offers a good selection of beer, wine, and cocktails, and each time I've had a ",cocktail," they've been well made without skimping on the liquor.  Service is okay - a bit slow at times, but the servers are very friendly.",FuT3Cp-uWLHzMTDi6vnwLQ
ed.   I had a greenflash passion power beer which was delicious and refreshing with breakfast. There were also different breakfast ,cocktail, options and our friends each had one including a boozy iced coffee and a bellini. My husband had a pineapple cider(least favorite,fykyDLOPBKphKy9fmZ4Kgw
"feeling reminiscent of that at Industry Public House, except with a less impressive beer selection and slightly higher prices.  My ",cocktails," were OK, but definitely nothing to write home about. Don't expect consistency if you're a craft cocktail kind of person. Also, yo",fykyDLOPBKphKy9fmZ4Kgw
"This is a pretty solid, consistent place to go! They have great food and fun ",cocktails,", and a decent beer selection. The outdoor space is awesome, but they have plenty of seating indoors as well. It's much bigger than you'd think. 4 stars instead of 5 because the servi",fykyDLOPBKphKy9fmZ4Kgw
"they have a good selection of wine, and although their tequila section is small, it's more than adequate. They also have a sizable ",cocktail, menu that rotates seasonally.  I think The Abbey is still working out some of the kinks of being a triple-feature event. For exam,fykyDLOPBKphKy9fmZ4Kgw
  This dish had a spicy kick at the end for sure! I was not really feeling it because of the coldness of the shrimp. I like shrimp ,cocktail, but this shrimp was just not doing it for me. The rest of my table loved it so that was good! And the sauce that was on the side ,FZpyIiCAsr7Twkw4tQeqPA
"le for 2 was 4 pieces. Layered on top marinara sauce then covered with alfredo. With two 14oz beers, and a peach Bellini(champagne ",cocktail., It was under 60 dollars. Are server was Melanie she was very good and helpful and knowledgable . Overall good experience and we w,gae9LAyt7Qvf_OgAkWASxA
as a very unsatisfying small piece of chicken after waiting for over 1 HOUR! I don't think I would come back here again even for a ,cocktail.," The price to quality and quantity ratio was way off, too expensive for the mediocre food.",GAmd3nHx5TInVN26PLZj7g
Up had good ,cocktail," selection, and good food. Very modern architecture/vibe, great service, and a pretty good food selection. Definitely check it out, or take a date there.",GAmd3nHx5TInVN26PLZj7g
I came here for my birthday dinner on Sunday and had a pretty good experience. I was not impressed with the ,cocktail," menu, but the upgrades to the venue are great. With regard to the food, almost all of it was great. Our soups were both delicious (although very fillin",GAmd3nHx5TInVN26PLZj7g
"they were definitely prepared the correct way, I felt that the cost was a bit much for five scallops with a cauliflower puree. The ",cocktail," menu was so-so. I ordered the wood fashioned and it was just alright, nothing I couldn't make at home. I would probably give this",GAmd3nHx5TInVN26PLZj7g
